id,street,street_number,city,postal_code,lat,lon
7965,Gartenstraße,20,Lappersdorf,93138,49.07313655002653,12.062578149999917
7966,Turlweg,63,Lappersdorf,93138,49.07199192001951,12.047896940008057
7967,Kirntalweg,10,Lappersdorf,93138,49.07232415001607,12.051087950000293
7968,Gartenstraße,40,Lappersdorf,93138,49.07280053338077,12.065024116634174
7969,Kirntalweg,18,Lappersdorf,93138,49.07232500004401,12.050524919984396
7970,Gartenstraße,28,Lappersdorf,93138,49.07299975005284,12.063671100000237
7971,Kirntalweg,20,Lappersdorf,93138,49.07254298003264,12.050542740001454
7972,Gartenstraße,14,Lappersdorf,93138,49.0731998000161,12.061016099987462
7973,Gartenstraße,30,Lappersdorf,93138,49.073012225050135,12.063983674983955
7974,Kirntalweg,22,Lappersdorf,93138,49.07203522501785,12.05019267500384
7975,Lorenzer Straße,37a,Lappersdorf,93138,49.07304842504004,12.060099075013374
7976,Gartenstraße,26,Lappersdorf,93138,49.07304938335487,12.063403333337254
7977,Gartenstraße,10,Lappersdorf,93138,49.07324585002438,12.060352899994164
7978,Kirntalweg,26,Lappersdorf,93138,49.07228754002704,12.05011295999009
7979,Gartenstraße,22,Lappersdorf,93138,49.0730974500208,12.062848349995548
7980,Turlweg,71,Lappersdorf,93138,49.07268407501682,12.047768350002238
7981,Kirntalweg,6,Lappersdorf,93138,49.07222006004844,12.051578200007926
7982,Gartenstraße,32,Lappersdorf,93138,49.0730662500481,12.064253749985154
7983,Einhauser Straße,6,Lappersdorf,93138,49.07276535001857,12.05302624998184
7984,Blumenstraße,3,Lappersdorf,93138,49.073843818797535,12.059138125046973
7985,Blumenstraße,1,Lappersdorf,93138,49.07349810033858,12.058613399949191
7986,Blumenstraße,13,Lappersdorf,93138,49.0740058000435,12.060728549994044
7987,Blumenstraße,9,Lappersdorf,93138,49.07393930006457,12.05996879997103
7988,Gartenstraße,13,Lappersdorf,93138,49.07344115001489,12.061125600000418
7989,Gartenstraße,15,Lappersdorf,93138,49.073446066709394,12.061410350026634
7990,Tulpenweg,6,Lappersdorf,93138,49.07377130006489,12.06422984994576
7991,Tulpenweg,4,Lappersdorf,93138,49.07357045004264,12.064449450013406
7992,Gartenstraße,27,Lappersdorf,93138,49.07328961670347,12.06398551663889
7993,Gartenstraße,7,Lappersdorf,93138,49.0735364416938,12.06021027504147
7994,Blumenstraße,28,Lappersdorf,93138,49.07397070004278,12.062885849995588
7995,Blumenstraße,14,Lappersdorf,93138,49.07378323336709,12.060899683343896
7996,Blumenstraße,25,Lappersdorf,93138,49.07426834006867,12.062749359986348
7997,Blumenstraße,20,Lappersdorf,93138,49.07380455001538,12.061726383347033
7998,Gartenstraße,5,Lappersdorf,93138,49.07358195002648,12.059840200000002
7999,Blumenstraße,15,Lappersdorf,93138,49.07404011253344,12.061083574994123
8000,Blumenstraße,32,Lappersdorf,93138,49.07401067503161,12.06339024997828
8001,Blumenstraße,26,Lappersdorf,93138,49.073926350023775,12.062578224993008
8002,Blumenstraße,30,Lappersdorf,93138,49.074014525039125,12.063153224991929
8003,Blumenstraße,29,Lappersdorf,93138,49.07442455002503,12.063574275026552
8004,Blumenstraße,23,Lappersdorf,93138,49.0742044333573,12.062346233338848
8005,Blumenstraße,16,Lappersdorf,93138,49.07379130001725,12.06112435000251
8006,Blumenstraße,17,Lappersdorf,93138,49.07409570002593,12.061374916705113
8007,Gartenstraße,19,Lappersdorf,93138,49.07341850001372,12.062658100000167
8008,Blumenstraße,12,Lappersdorf,93138,49.07375980002458,12.060590000009894
8009,Rosenstraße,1,Lappersdorf,93138,49.07349640001444,12.062022500013583
8010,Tulpenweg,10,Lappersdorf,93138,49.07411926002556,12.063930200016612
8011,Tulpenweg,8,Lappersdorf,93138,49.07390520002857,12.064086450031324
8012,Blumenstraße,24,Lappersdorf,93138,49.07392120003808,12.062370100003273
8013,Gartenstraße,17,Lappersdorf,93138,49.07343537501491,12.061670600000207
8014,Blumenstraße,22,Lappersdorf,93138,49.07384196001794,12.061966540003857
8015,Blumenstraße,10,Lappersdorf,93138,49.07371306669147,12.060229483333996
8016,Gartenstraße,23,Lappersdorf,93138,49.07340220002248,12.063253849995192
8017,Gartenstraße,9,Lappersdorf,93138,49.07346072501739,12.060562099998371
8018,Blumenstraße,18,Lappersdorf,93138,49.07379825001349,12.06138770000189
8019,Blumenstraße,19,Lappersdorf,93138,49.07406985002009,12.061647349999774
8020,Gartenstraße,11,Lappersdorf,93138,49.073478150014886,12.060884999998343
8021,Tulpenweg,3,Lappersdorf,93138,49.07382988337669,12.063573400001149
8022,Rosenstraße,2,Lappersdorf,93138,49.073448950017976,12.06236524999823
8023,Tulpenweg,1,Lappersdorf,93138,49.07364663340135,12.063734399989004
